locus,start,end,genomic.element,scaffold
SO2007,2105974,2106405,NC_004347.2,139
SO2008,2106497,2107336,NC_004347.2,139
SO2009,2107336,2108076,NC_004347.2,139
SO2010,2108238,2108360,NC_004347.2,139
SO2011,2108460,2108828,NC_004347.2,139
SO2012,2109294,2109839,NC_004347.2,139
SO2013,2109971,2112979,NC_004347.2,139
SO2014,2113209,2113538,NC_004347.2,139
SO2015,2113551,2114150,NC_004347.2,139
SO2016,2114424,2116337,NC_004347.2,139
SO2017,2116457,2117320,NC_004347.2,139
SO2018,2117461,2118105,NC_004347.2,139
SO2019,2118185,2119231,NC_004347.2,139
SO2020,2119424,2120728,NC_004347.2,139
SO2021,2120953,2121783,NC_004347.2,139
SO2022,2121844,2122368,NC_004347.2,139
SO2024,2122778,2124004,NC_004347.2,139
SO2025,2124410,2124700,NC_004347.2,139
SO2026,2124760,2125569,NC_004347.2,139
SO2027,2125970,2126731,NC_004347.2,139
SO2027.3,2128521,2128946,NC_004347.2,139
SO2031,2128882,2129691,NC_004347.2,139
SO2032,2129751,2130041,NC_004347.2,139
SO2034,2130844,2131398,NC_004347.2,139
SO2035,2131765,2132883,NC_004347.2,139
SO2036,2132862,2133725,NC_004347.2,139
SO2037,2134109,2135068,NC_004347.2,139
SO2039,2135528,2136229,NC_004347.2,139
SO2040,2136430,2138355,NC_004347.2,139
SO2041,2138423,2140036,NC_004347.2,139
SO2042,2140300,2141334,NC_004347.2,139
SO2043,2141450,2142097,NC_004347.2,139
SO2044,2142195,2142605,NC_004347.2,139
SO2045,2143235,2144419,NC_004347.2,139
SO2046,2144419,2144880,NC_004347.2,139
SO2047,2145107,2147200,NC_004347.2,139
SO2048,2147446,2149071,NC_004347.2,139
SO2049,2149297,2150256,NC_004347.2,139
SO2050,2150424,2151068,NC_004347.2,139
SO2052,2151384,2152673,NC_004347.2,139
SO2053,2152753,2153628,NC_004347.2,139
SO2054,2153860,2154999,NC_004347.2,139
SO2055,2155138,2155977,NC_004347.2,139
SO2056,2156078,2156887,NC_004347.2,139
SO2057,2156947,2157237,NC_004347.2,139
SO2058,2157279,2157416,NC_004347.2,139
SO2061,2157856,2158194,NC_004347.2,139
SO2062,2158269,2158619,NC_004347.2,139
SO2063,2158644,2158844,NC_004347.2,139
SO2064,2158857,2162117,NC_004347.2,139
SO2065,2162328,2163515,NC_004347.2,139
SO2067,2164095,2164730,NC_004347.2,139
SO2068,2164813,2165586,NC_004347.2,139
SO2069,2165568,2166305,NC_004347.2,139
SO2070,2166410,2167075,NC_004347.2,139
SO2071,2167220,2168311,NC_004347.2,139
SO2072,2168394,2169569,NC_004347.2,139
SO2073,2169632,2170948,NC_004347.2,139
SO2074,2170952,2171926,NC_004347.2,139
SO2075,2172513,2173340,NC_004347.2,139
SO2076,2173407,2173733,NC_004347.2,139
SO2077,2173796,2174173,NC_004347.2,139
SO2078,2174195,2175397,NC_004347.2,139
SO2079,2175680,2175982,NC_004347.2,139
SO2080,2176000,2176098,NC_004347.2,139
SO2081,2176362,2178263,NC_004347.2,139
SO2082,2178327,2178827,NC_004347.2,139
SO2083,2178871,2180388,NC_004347.2,139
SO2085,2180858,2181841,NC_004347.2,139
SO2086,2181856,2184243,NC_004347.2,139
SO2087,2184247,2184543,NC_004347.2,139
SO2088,2184640,2185578,NC_004347.2,139
SO2089,2185664,2186020,NC_004347.2,139
SO2090,2186020,2187039,NC_004347.2,139
SO2091,2187032,2188171,NC_004347.2,139
SO2092,2188234,2188479,NC_004347.2,139
SO2093,2188479,2189273,NC_004347.2,139
SO2094,2189500,2191926,NC_004347.2,139
SO2095,2192061,2193914,NC_004347.2,139
SO2096,2193880,2194458,NC_004347.2,139
SO2097,2194466,2195140,NC_004347.2,139
SO2098,2195162,2196865,NC_004347.2,139
SO2099,2196869,2198005,NC_004347.2,139
SO2100,2198354,2198821,NC_004347.2,139
SO2101,2198825,2199046,NC_004347.2,139
SO2102,2199122,2200465,NC_004347.2,139
SO2103,2200732,2201559,NC_004347.2,139
SO2104,2201569,2202228,NC_004347.2,139
SO2105,2202308,2203738,NC_004347.2,139
SO2107,2204288,2205784,NC_004347.2,139
SO2108,2205808,2207991,NC_004347.2,139
SO2109,2208142,2209650,NC_004347.2,139
SO2110,2209773,2210321,NC_004347.2,139
SO2111,2210272,2210706,NC_004347.2,139
SO2112,2210859,2211305,NC_004347.2,139
SO2113,2211703,2215860,NC_004347.2,139
SO2114,2215857,2217713,NC_004347.2,139
SO2115,2217885,2218865,NC_004347.2,139
SO2116,2218935,2221646,NC_004347.2,139
SO2117,2221890,2223023,NC_004347.2,139
SO2118,2223038,2223322,NC_004347.2,139
SO2119,2223331,2225028,NC_004347.2,139
SO2120,2225032,2225397,NC_004347.2,139
SO2121,2225414,2227522,NC_004347.2,139
SO2122,2227537,2228049,NC_004347.2,139
SO2123,2228055,2230019,NC_004347.2,139
SO2124,2230038,2230871,NC_004347.2,139
SO2125,2230846,2231472,NC_004347.2,139
SO2126,2231476,2232531,NC_004347.2,139
SO2127,2232563,2234197,NC_004347.2,139
SO2128,2234792,2235013,NC_004347.2,139
SO2129,2235731,2236852,NC_004347.2,139
SO2130,2237093,2237902,NC_004347.2,139
SO2131,2237962,2238252,NC_004347.2,139
SO2132,2238301,2239137,NC_004347.2,139
SO2133,2239134,2240798,NC_004347.2,139
SO2134,2240853,2241143,NC_004347.2,139
SO2135,2241203,2242012,NC_004347.2,139
SO2136,2242227,2244827,NC_004347.2,139
SO2137,2245143,2245775,NC_004347.2,139
SO2141,2247103,2248134,NC_004347.2,139
SO2143,2249443,2251131,NC_004347.2,139
SO2144,2251599,2252144,NC_004347.2,139
SO2145,2252137,2253072,NC_004347.2,139
SO2146,2253069,2253464,NC_004347.2,139
SO2147,2253511,2255649,NC_004347.2,139
SO2148,2255679,2259458,NC_004347.2,139
SO2149,2259476,2263288,NC_004347.2,139
SO2150,2263398,2265596,NC_004347.2,139
SO2151,2265593,2266633,NC_004347.2,139
SO2153,2266732,2267643,NC_004347.2,139
SO2153.1,2268221,2268544,NC_004347.2,139
SO2153.2,2268519,2268800,NC_004347.2,139
SO2155,2269281,2269664,NC_004347.2,139
SO2156,2269782,2271803,NC_004347.2,139
SO2157,2271935,2272171,NC_004347.2,139
SO2158,2272228,2272554,NC_004347.2,139
SO2159,2273133,2273432,NC_004347.2,139
SO2160,2273490,2274305,NC_004347.2,139
SO2161,2274299,2274565,NC_004347.2,139
SO2162,2274632,2277142,NC_004347.2,139
SO2164,2277675,2278538,NC_004347.2,139
SO2165,2278517,2279635,NC_004347.2,139
SO2167,2280114,2280449,NC_004347.2,139
SO2168,2280504,2280794,NC_004347.2,139
SO2169,2280854,2281663,NC_004347.2,139
SO2169.1,2282731,2282991,NC_004347.2,139
SO2171,2283276,2284085,NC_004347.2,139
SO2172,2284145,2284435,NC_004347.2,139
SO2174,2285015,2285977,NC_004347.2,139
SO2175,2286168,2287958,NC_004347.2,139
SO2176,2288025,2288243,NC_004347.2,139
SO2177,2288321,2289349,NC_004347.2,139
SO2178,2289445,2290446,NC_004347.2,139
SO2179,2290975,2291850,NC_004347.2,139
SO2180,2291918,2292853,NC_004347.2,139
SO2181,2292907,2293191,NC_004347.2,139
SO2182,2293368,2293970,NC_004347.2,139
SO2183,2294029,2294544,NC_004347.2,139
SO2185,2294916,2296472,NC_004347.2,139
SO2187,2298229,2299185,NC_004347.2,139
SO2189,2300036,2301490,NC_004347.2,139
SO2190,2301508,2302005,NC_004347.2,139
SO2191,2302113,2303312,NC_004347.2,139
SO2192,2303438,2305501,NC_004347.2,139
SO2193,2305630,2306322,NC_004347.2,139
SO2194,2306555,2307364,NC_004347.2,139
SO2195,2307413,2309695,NC_004347.2,139
SO2196,2309797,2310483,NC_004347.2,139
SO2197,2310820,2311845,NC_004347.2,139
SO2198,2312112,2313632,NC_004347.2,139
SO2199,2313688,2314563,NC_004347.2,139
SO2200,2314957,2315949,NC_004347.2,139
SO2201,2315970,2316428,NC_004347.2,139
SO2202,2316537,2317397,NC_004347.2,139
SO2203,2317494,2317898,NC_004347.2,139
SO2204,2318090,2319025,NC_004347.2,139
SO2205,2319248,2319397,NC_004347.2,139
SO2207,2319678,2320091,NC_004347.2,139
SO2208,2320084,2320599,NC_004347.2,139
SO2209,2320784,2320918,NC_004347.2,139
SO2210,2321101,2322057,NC_004347.2,139
SO2211,2322457,2323320,NC_004347.2,139
SO2212,2323299,2324417,NC_004347.2,139
SO2213,2324798,2326420,NC_004347.2,139
SO2213.1,2326548,2326826,NC_004347.2,139
SO2215,2327971,2329185,NC_004347.2,139
SO2216,2329348,2331606,NC_004347.2,139
SO2217,2331687,2332697,NC_004347.2,139
SO2218,2332942,2334342,NC_004347.2,139
SO2219,2334538,2334879,NC_004347.2,139
SO2220,2334897,2335484,NC_004347.2,139
SO2221,2335512,2336915,NC_004347.2,139
SO2222,2337038,2338588,NC_004347.2,139
SO2223,2338802,2340865,NC_004347.2,139
SO2224,2341032,2341490,NC_004347.2,139
SO2225,2341546,2342481,NC_004347.2,139
SO2226,2342944,2344158,NC_004347.2,139
SO2228,2345116,2345532,NC_004347.2,139
SO2229,2345647,2349528,NC_004347.2,139
SO2232,2350108,2350269,NC_004347.2,139
SO2232.1,2350162,2351031,NC_004347.2,139
SO2234,2352147,2352518,NC_004347.2,139
SO2236,2352664,2353173,NC_004347.2,139
SO2237,2353245,2354948,NC_004347.2,139
SO2238,2354978,2355235,NC_004347.2,139
SO2239,2355268,2355654,NC_004347.2,139
SO2240,2355819,2357456,NC_004347.2,139
SO2241,2357802,2358530,NC_004347.2,139
SO2244,2359135,2360190,NC_004347.2,139
SO2245,2360593,2361231,NC_004347.2,139
SO2247,2361634,2362371,NC_004347.2,139
SO2248,2362473,2363849,NC_004347.2,139
SO2249,2363842,2364192,NC_004347.2,139
SO2250,2364234,2365262,NC_004347.2,139
SO2251,2365344,2365883,NC_004347.2,139
SO2253,2366456,2366728,NC_004347.2,139
SO2254,2366849,2367847,NC_004347.2,139
SO2255,2367847,2371341,NC_004347.2,139
SO2256,2371428,2372048,NC_004347.2,139
SO2257,2372143,2373375,NC_004347.2,139
SO2258,2373474,2374166,NC_004347.2,139
SO2259,2374163,2375413,NC_004347.2,139
SO2260,2375506,2376309,NC_004347.2,139
SO2261,2376464,2377189,NC_004347.2,139
SO2262,2377236,2378057,NC_004347.2,139
SO2263,2378411,2378872,NC_004347.2,139
SO2264,2378951,2380165,NC_004347.2,139
SO2265,2380203,2380586,NC_004347.2,139
SO2266,2380601,2380924,NC_004347.2,139
SO2267,2380940,2381464,NC_004347.2,139
SO2268,2381532,2383394,NC_004347.2,139
SO2269,2383403,2383738,NC_004347.2,139
SO2270,2383894,2384793,NC_004347.2,139
SO2271,2384864,2385061,NC_004347.2,139
SO2272,2385138,2386340,NC_004347.2,139
SO2274,2386976,2387407,NC_004347.2,139
SO2275,2387572,2388051,NC_004347.2,139
SO2276,2388041,2388598,NC_004347.2,139
SO2277,2388813,2389256,NC_004347.2,139
SO2278,2389364,2389858,NC_004347.2,139
SO2279,2389858,2391576,NC_004347.2,139
SO2280,2392027,2393250,NC_004347.2,139
SO2281,2393724,2395598,NC_004347.2,139
SO2282,2395756,2397114,NC_004347.2,139
SO2283,2397319,2398533,NC_004347.2,139
SO2284,2398640,2399560,NC_004347.2,139
SO2285,2399602,2400228,NC_004347.2,139
SO2286,2400453,2402210,NC_004347.2,139
SO2288,2402806,2403324,NC_004347.2,139
SO2290,2403596,2404597,NC_004347.2,139
SO2291,2404805,2405179,NC_004347.2,139
SO2292,2405204,2406406,NC_004347.2,139
SO2295,2407398,2408777,NC_004347.2,139
SO2296,2408811,2409431,NC_004347.2,139
SO2297,2409440,2409640,NC_004347.2,139
SO2298,2409892,2410122,NC_004347.2,139
SO2299,2410456,2412384,NC_004347.2,139
SO2300,2412499,2412930,NC_004347.2,139
SO2301,2413016,2413210,NC_004347.2,139
SO2302,2413227,2413583,NC_004347.2,139
SO2303,2413765,2414718,NC_004347.2,139
SO2305,2416266,2416772,NC_004347.2,139
SO2306,2417093,2419828,NC_004347.2,139
SO2307,2419898,2420518,NC_004347.2,139
SO2308,2420521,2421858,NC_004347.2,139
SO2309,2421851,2422225,NC_004347.2,139
SO2310,2422244,2423530,NC_004347.2,139
SO2311,2423549,2423671,NC_004347.2,139
SO2312,2423750,2424301,NC_004347.2,139
SO2314,2425114,2425404,NC_004347.2,139
SO2315,2425464,2426273,NC_004347.2,139
SO2318,2428640,2429005,NC_004347.2,139
SO2319,2429018,2429338,NC_004347.2,139
SO2321,2430667,2431869,NC_004347.2,139
SO2323,2432836,2434776,NC_004347.2,139
SO2324,2434790,2435326,NC_004347.2,139
SO2325,2435323,2436150,NC_004347.2,139
SO2326,2436161,2436760,NC_004347.2,139
SO2327,2436780,2437850,NC_004347.2,139
SO2328,2437896,2438456,NC_004347.2,139
SO2329,2438501,2439688,NC_004347.2,139
SO2330,2439769,2440296,NC_004347.2,139
SO2331,2440352,2440624,NC_004347.2,139
SO2332,2440636,2440857,NC_004347.2,139
SO2333,2440959,2441801,NC_004347.2,139
SO2335,2442032,2442583,NC_004347.2,139
SO2336,2442654,2444306,NC_004347.2,139
SO2337,2444417,2444896,NC_004347.2,139
SO2338,2445175,2446209,NC_004347.2,139
SO2339,2446372,2447550,NC_004347.2,139
SO2340,2447554,2448531,NC_004347.2,139
SO2341,2448541,2450148,NC_004347.2,139
SO2342,2450283,2451356,NC_004347.2,139
SO2344,2451506,2452708,NC_004347.2,139
SO2345,2452794,2453804,NC_004347.2,139
SO2346,2454029,2454907,NC_004347.2,139
SO2347,2455113,2456546,NC_004347.2,139
SO2349,2457172,2457270,NC_004347.2,139
SO2350,2457429,2458622,NC_004347.2,139
SO2351,2458719,2459639,NC_004347.2,139
SO2352,2459974,2460741,NC_004347.2,139
SO2353,2460734,2461357,NC_004347.2,139
SO2354,2461415,2462347,NC_004347.2,139
SO2355,2462461,2463393,NC_004347.2,139
SO2356,2463520,2464284,NC_004347.2,139
SO2357,2464328,2465032,NC_004347.2,139
SO2358,2465029,2465232,NC_004347.2,139
SO2359,2465253,2467652,NC_004347.2,139
SO2360,2467675,2468154,NC_004347.2,139
SO2361,2468265,2469233,NC_004347.2,139
SO2362,2469233,2469409,NC_004347.2,139
SO2363,2469421,2470047,NC_004347.2,139
SO2364,2470060,2471496,NC_004347.2,139
SO2365,2471722,2472207,NC_004347.2,139
SO2366,2472307,2473884,NC_004347.2,139
SO2367,2474344,2474784,NC_004347.2,139
SO2368,2474839,2475129,NC_004347.2,139
SO2369,2475189,2475998,NC_004347.2,139
SO2370,2476011,2476877,NC_004347.2,139
SO2373,2477741,2479012,NC_004347.2,139
SO2374,2479128,2480030,NC_004347.2,139
SO2375,2480289,2480948,NC_004347.2,139
SO2376,2481005,2481397,NC_004347.2,139
SO2377,2481412,2481768,NC_004347.2,139
SO2378,2481768,2482049,NC_004347.2,139
SO2379,2482043,2482381,NC_004347.2,139
SO2380,2482458,2484422,NC_004347.2,139
SO2381,2484501,2484719,NC_004347.2,139
SO2383,2484982,2485485,NC_004347.2,139
SO2384,2486058,2487167,NC_004347.2,139
SO2385,2487351,2489408,NC_004347.2,139
SO2387,2489753,2490508,NC_004347.2,139
SO2388,2491006,2492211,NC_004347.2,139
SO2389,2492556,2493800,NC_004347.2,139
SO2390,2493871,2495184,NC_004347.2,139
SO2391,2495196,2495528,NC_004347.2,139
SO2392,2495732,2496934,NC_004347.2,139
SO2393,2497186,2497362,NC_004347.2,139
SO2394,2497388,2498911,NC_004347.2,139
SO2395,2498972,2500729,NC_004347.2,139
SO2396,2500951,2501493,NC_004347.2,139
SO2397,2501539,2502366,NC_004347.2,139
SO2398,2502432,2503127,NC_004347.2,139
SO2399,2503170,2504330,NC_004347.2,139
SO2400,2504332,2504607,NC_004347.2,139
SO2401,2504730,2505017,NC_004347.2,139
SO2402,2505090,2506757,NC_004347.2,139
SO2403,2506860,2507552,NC_004347.2,139
SO2404,2507736,2509016,NC_004347.2,139
SO2406,2509451,2510641,NC_004347.2,139
SO2407,2511043,2512602,NC_004347.2,139
SO2408,2512625,2513485,NC_004347.2,139
SO2409,2513482,2514402,NC_004347.2,139
SO2410,2514676,2515779,NC_004347.2,139
SO2411,2515879,2518638,NC_004347.2,139
SO2413,2519024,2519734,NC_004347.2,139
SO2414,2519736,2520425,NC_004347.2,139
SO2415,2520877,2523165,NC_004347.2,139
SO2416,2523226,2524356,NC_004347.2,139
SO2417,2524374,2524808,NC_004347.2,139
SO2418,2525125,2526330,NC_004347.2,139
SO2419,2526764,2528782,NC_004347.2,139
SO2420,2528948,2530792,NC_004347.2,139
SO2421,2530903,2531916,NC_004347.2,139
SO2422,2531987,2532268,NC_004347.2,139
SO2423,2532265,2532582,NC_004347.2,139
SO2424,2532591,2533718,NC_004347.2,139
SO2426,2533900,2534613,NC_004347.2,139
SO2427,2534781,2537342,NC_004347.2,139
SO2429,2538186,2539190,NC_004347.2,139
SO2430,2539276,2539893,NC_004347.2,139
SO2431,2539890,2540411,NC_004347.2,139
SO2432,2540600,2541346,NC_004347.2,139
SO2433,2541563,2543338,NC_004347.2,139
SO2434,2543523,2546336,NC_004347.2,139
SO2435,2546487,2547218,NC_004347.2,139
SO2436,2547215,2548207,NC_004347.2,139
SO2437,2548271,2550166,NC_004347.2,139
SO2438,2550396,2551304,NC_004347.2,139
SO2439,2551440,2553590,NC_004347.2,139
SO2439.1,2552749,2553204,NC_004347.2,139
SO2439.2,2553593,2553856,NC_004347.2,139
SO2440,2553968,2555095,NC_004347.2,139
SO2441,2555092,2555856,NC_004347.2,139
SO2442,2555858,2556061,NC_004347.2,139
SO2443,2556058,2556960,NC_004347.2,139
SO2444,2556957,2558537,NC_004347.2,139
SO2445,2558537,2560702,NC_004347.2,139
SO2446,2561138,2562205,NC_004347.2,139
SO2447,2562546,2563199,NC_004347.2,139
SO2448,2563324,2563854,NC_004347.2,139
SO2449,2563985,2564740,NC_004347.2,139
SO2450,2564970,2567069,NC_004347.2,139
SO2451,2567237,2568379,NC_004347.2,139
SO2452,2568492,2569436,NC_004347.2,139
SO2453,2569539,2570627,NC_004347.2,139
SO2454,2570636,2571733,NC_004347.2,139
SO2455,2571873,2572754,NC_004347.2,139
SO2457,2573321,2573614,NC_004347.2,139
SO2458,2574251,2575840,NC_004347.2,139
SO2459,2575975,2578518,NC_004347.2,139
SO2460,2578794,2579978,NC_004347.2,139
SO2462,2581190,2581999,NC_004347.2,139
SO2463,2582059,2582349,NC_004347.2,139
SO2464,2582391,2584790,NC_004347.2,139
SO2465,2584711,2587428,NC_004347.2,139
SO2467,2588101,2588475,NC_004347.2,139
SO2467.1,2588701,2588808,NC_004347.2,139
SO2469,2589746,2592421,NC_004347.2,139
SO2470,2592717,2593061,NC_004347.2,139
SO2471,2593058,2594212,NC_004347.2,139
SO2472,2594218,2594976,NC_004347.2,139
SO2473,2595046,2595879,NC_004347.2,139
SO2474,2596048,2596653,NC_004347.2,139
SO2476,2596996,2598183,NC_004347.2,139
SO2477,2598203,2599273,NC_004347.2,139
SO2478,2599356,2600093,NC_004347.2,139
SO2479,2600122,2600358,NC_004347.2,139
SO2480,2601074,2602108,NC_004347.2,139
SO2481,2602328,2603710,NC_004347.2,139
SO2482,2604173,2604271,NC_004347.2,139
SO2483,2604444,2605658,NC_004347.2,139
SO2484,2605880,2606467,NC_004347.2,139
SO2485,2606493,2607818,NC_004347.2,139
SO2486,2607905,2608546,NC_004347.2,139
SO2487,2608566,2610392,NC_004347.2,139
SO2488,2610405,2611103,NC_004347.2,139
SO2489,2611113,2612585,NC_004347.2,139
SO2490,2612896,2613750,NC_004347.2,139
SO2491,2613936,2615375,NC_004347.2,139
SO2492,2615773,2618052,NC_004347.2,139
SO2493,2618065,2618784,NC_004347.2,139
SO2494,2618925,2620784,NC_004347.2,139
SO2495,2621138,2621728,NC_004347.2,139
SO2495.1,2621861,2622436,NC_004347.2,139
SO2497,2622467,2622961,NC_004347.2,139
SO2498,2623052,2625379,NC_004347.2,139
SO2499,2625423,2625710,NC_004347.2,139
SO2500,2625874,2626362,NC_004347.2,139
SO2501,2627105,2627773,NC_004347.2,139
SO2503,2627962,2628678,NC_004347.2,139
SO2504,2628675,2629289,NC_004347.2,139
SO2506,2629715,2631736,NC_004347.2,139
SO2507,2633593,2635497,NC_004347.2,139
SO2508,2635623,2636201,NC_004347.2,139
SO2509,2636202,2636783,NC_004347.2,139
SO2510,2636787,2639159,NC_004347.2,139
SO2511,2639225,2640274,NC_004347.2,139
SO2512,2640329,2640967,NC_004347.2,139
SO2513,2640960,2641658,NC_004347.2,139
SO2514,2641732,2642427,NC_004347.2,139
SO2515,2642457,2642729,NC_004347.2,139
SO2516,2642728,2642916,NC_004347.2,139
SO2517,2643048,2643974,NC_004347.2,139
SO2518,2643985,2644767,NC_004347.2,139
SO2519,2645013,2646164,NC_004347.2,139
SO2520,2646164,2647138,NC_004347.2,139
SO2523,2647904,2650735,NC_004347.2,139
SO2524,2650762,2652747,NC_004347.2,139
SO2525,2653088,2654689,NC_004347.2,139
SO2525.1,2655618,2655998,NC_004347.2,139
SO2527,2656428,2657456,NC_004347.2,139
SO2528,2657435,2658298,NC_004347.2,139
SO2529,2659087,2659935,NC_004347.2,139
SO2530,2660149,2660640,NC_004347.2,139
SO2532,2660934,2661293,NC_004347.2,139
SO2533,2661423,2662223,NC_004347.2,139
SO2535,2662363,2663142,NC_004347.2,139
SO2536,2663387,2665834,NC_004347.2,139
SO2537,2665973,2667982,NC_004347.2,139
SO2538,2668304,2669416,NC_004347.2,139
SO2539,2669426,2671402,NC_004347.2,139
SO2540,2671411,2671989,NC_004347.2,139
SO2541,2672082,2673407,NC_004347.2,139
SO2542,2673419,2674606,NC_004347.2,139
SO2543,2674599,2675981,NC_004347.2,139
SO2544,2675965,2679024,NC_004347.2,139
SO2545,2679073,2680362,NC_004347.2,139
SO2546,2680365,2680937,NC_004347.2,139
SO2547,2680934,2681299,NC_004347.2,139
SO2549,2682124,2682465,NC_004347.2,139
SO2550,2682564,2683256,NC_004347.2,139
SO2551,2683382,2684149,NC_004347.2,139
SO2552,2684537,2684914,NC_004347.2,139
SO2553,2685007,2685843,NC_004347.2,139
SO2554,2686023,2686379,NC_004347.2,139
SO2555,2686483,2686830,NC_004347.2,139
SO2555.1,2687047,2687196,NC_004347.2,139
SO2557,2687860,2689299,NC_004347.2,139
SO2559,2689376,2690104,NC_004347.2,139
SO2560,2690175,2690651,NC_004347.2,139
SO2561,2690680,2691579,NC_004347.2,139
SO2562,2691603,2692337,NC_004347.2,139
SO2563,2692498,2693301,NC_004347.2,139
SO2564,2693552,2695099,NC_004347.2,139
SO2565,2695467,2696114,NC_004347.2,139
SO2566,2696117,2697937,NC_004347.2,139
SO2567,2697978,2698472,NC_004347.2,139
SO2569,2698700,2699020,NC_004347.2,139
SO2570,2699199,2700977,NC_004347.2,139
SO2571,2701334,2702761,NC_004347.2,139
SO2572,2702786,2703280,NC_004347.2,139
SO2573,2703468,2703908,NC_004347.2,139
SO2575,2704303,2704581,NC_004347.2,139
SO2576,2704705,2705370,NC_004347.2,139
SO2577,2705398,2706207,NC_004347.2,139
SO2578,2706210,2706467,NC_004347.2,139
SO2580,2706706,2707809,NC_004347.2,139
SO2581,2707886,2709559,NC_004347.2,139
SO2582,2709757,2710623,NC_004347.2,139
SO2583,2710645,2711457,NC_004347.2,139
SO2584,2711602,2712315,NC_004347.2,139
SO2585,2712296,2712604,NC_004347.2,139
SO2586,2712730,2713440,NC_004347.2,139
SO2587,2713793,2714794,NC_004347.2,139
SO2588,2715508,2716413,NC_004347.2,139
SO2589,2716792,2717631,NC_004347.2,139
SO2590,2717781,2718722,NC_004347.2,139
SO2591,2719056,2719589,NC_004347.2,139
SO2592,2719790,2720809,NC_004347.2,139
SO2593,2720872,2725716,NC_004347.2,139
SO2594,2725982,2728297,NC_004347.2,139
SO2595,2728329,2729339,NC_004347.2,139
SO2596,2729395,2730759,NC_004347.2,139
SO2597,2730772,2732814,NC_004347.2,139
SO2598,2733153,2733368,NC_004347.2,139
SO2599,2733473,2733568,NC_004347.2,139
SO2600,2733641,2736190,NC_004347.2,139
SO2601,2736274,2738322,NC_004347.2,139
SO2602,2738348,2738989,NC_004347.2,139
SO2603,2739267,2739725,NC_004347.2,139
SO2604,2739740,2740039,NC_004347.2,139
SO2604.1,2740395,2740880,NC_004347.2,139
SO2606,2741513,2744122,NC_004347.2,139
SO2607,2744266,2745492,NC_004347.2,139
SO2609,2745675,2747099,NC_004347.2,139
SO2610,2747330,2748118,NC_004347.2,139
SO2611,2748445,2748771,NC_004347.2,139
SO2612,2748778,2749734,NC_004347.2,139
SO2613,2749728,2750357,NC_004347.2,139
SO2614,2750354,2751364,NC_004347.2,139
SO2615,2751361,2752170,NC_004347.2,139
SO2616,2752176,2752757,NC_004347.2,139
SO2617,2752787,2753425,NC_004347.2,139
SO2618,2753437,2754552,NC_004347.2,139
