tax	Score	N	reference
147802	0.94	21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/755/GCA_000177755.1_ASM17775v1
665945	0.94	21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/755/GCA_000177755.1_ASM17775v1
55802	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/433/455/GCA_001433455.1_ASM143345v1
246969	0.9	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/205/GCA_000151205.2_ASM15120v2
104176	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/145/GCA_000152145.1_ASM15214v1
188626	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/185/GCA_000152185.2_ASM15218v1
97393	0.82	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/265/GCA_000152265.2_ASM15226v2
52598	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/605/GCA_000152605.1_ASM15260v1
314263	0.94	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/625/GCA_000152625.1_ASM15262v1
314267	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/645/GCA_000152645.1_ASM15264v1
313589	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/705/GCA_000152705.1_ASM15270v1
314255	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/725/GCA_000152725.1_ASM15272v1
314254	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/745/GCA_000152745.1_ASM15274v1
404236	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/805/GCA_000152805.1_ASM15280v1
208216	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/825/GCA_000152825.2_ASM15282v2
314264	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/845/GCA_000152845.1_ASM15284v1
237727	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/865/GCA_000152865.1_ASM15286v1
314253	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/905/GCA_000152905.1_ASM15290v1
313598	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/945/GCA_000152945.2_ASM15294v2
314262	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/965/GCA_000152965.1_ASM15296v1
360293	0.94	8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/985/GCA_000152985.1_ASM15298v1
314290	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/005/GCA_000153005.1_ASM15300v1
221360	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/065/GCA_000153065.1_ASM15306v1
124	0.95	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/105/GCA_000153105.1_ASM15310v1
393662	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/125/GCA_000153125.2_ASM15312v2
312284	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/145/GCA_000153145.1_ASM15314v1
313603	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/165/GCA_000153165.2_ASM15316v2
374838	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/185/GCA_000153185.1_ASM15318v1
35797	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/205/GCA_000153205.1_ASM15320v1
531	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/225/GCA_000153225.1_ASM15322v1
661	0.93	26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/265/GCA_000153265.1_ASM15326v1
59931	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/285/GCA_000153285.1_ASM15328v1
121723	0.9	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/325/GCA_000153325.1_ASM15332v1
313627	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/365/GCA_000153365.1_ASM15336v1
314282	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/405/GCA_000153405.2_ASM15340v2
314287	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/445/GCA_000153445.1_ASM15344v1
651183	0.96	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/465/GCA_000153465.1_ASM15346v1
57029	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/485/GCA_000153485.2_ASM15348v2
314266	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/545/GCA_000153545.1_ASM15354v1
217511	0.99	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/705/GCA_000153705.1_ASM15370v1
344736	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/725/GCA_000153725.1_ASM15372v1
367336	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/745/GCA_000153745.1_ASM15374v1
314344	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/765/GCA_000153765.1_ASM15376v1
313625	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/805/GCA_000153805.1_ASM15380v1
221359	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/825/GCA_000153825.1_ASM15382v1
39496	0.95	9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/885/GCA_000153885.1_ASM15388v1
88431	0.94	20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/065/GCA_000154065.1_ASM15406v1
46503	0.96	27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/345/GCA_000307345.1_Para_merd_CL03T12C32_V1
820	0.97	73	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/403/175/GCA_000403175.2_Bact_unif_dnLKV2_V1
411489	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/245/GCA_000154245.1_ASM15424v1
665937	0.95	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/305/GCA_000154305.1_ASM15430v1
105841	0.95	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/305/GCA_000154305.1_ASM15430v1
33043	0.95	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/425/GCA_000154425.1_ASM15442v1
261299	0.93	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/445/GCA_000154445.1_ASM15444v1
28117	0.95	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/465/GCA_000154465.1_ASM15446v1
1547	0.92	11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/485/GCA_000154485.1_ASM15448v1
46506	0.96	33	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/525/GCA_000154525.1_ASM15452v1
169435	0.95	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/565/GCA_000154565.1_ASM15456v1
244596	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/705/GCA_000154705.2_ASM15470v2
221066	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/725/GCA_000154725.1_ASM15472v1
221822	0.95	22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/745/GCA_000154745.2_ASM15474v2
42443	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/785/GCA_000154785.2_ASM15478v2
214853	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/825/GCA_000154825.1_ASM15482v1
310298	0.92	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/845/GCA_000154845.1_ASM15484v1
46228	0.94	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/507/785/GCA_000507785.1_Rumi_lact_CC59_002D_V1
123841	0.97	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/575/GCA_000162575.1_ASM16257v1
64178	0.71	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/555/GCA_000155555.1_ASM15555v1
391600	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/575/GCA_000155575.1_ASM15557v1
91464	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/595/GCA_000155595.1_ASM15559v1
236097	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/615/GCA_000155615.1_ASM15561v1
180281	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/635/GCA_000155635.1_ASM15563v1
1217908	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/675/GCA_000155675.2_ASM15567v2
382464	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/695/GCA_000155695.1_ASM15569v1
53946	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/735/GCA_000155735.2_ASM15573v2
28111	0.96	14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/273/465/GCA_000273465.1_PB_Bact_egge_1_2_48FAA_V1
102862	0.94	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/835/GCA_000155835.1_ASM15583v1
384638	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/855/GCA_000155855.1_ASM15585v1
410072	0.94	10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/875/GCA_000155875.1_ASM15587v1
439493	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/895/GCA_000155895.1_ASM15589v1
52226	0.95	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/955/GCA_000155955.1_ASM15595v1
45851	0.91	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/015/GCA_000156015.1_ASM15601v1
1176482	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/915/GCA_000242915.2_ASM24291v2
314270	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/115/GCA_000156115.1_ASM15611v1
439496	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/135/GCA_000156135.1_ASM15613v1
314607	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/155/GCA_000156155.1_ASM15615v1
147207	0.94	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/175/GCA_000156175.1_ASM15617v1
338188	0.97	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/195/GCA_000304195.1_Bact_thet_CL09T03C10_V1
439495	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/235/GCA_000156235.1_ASM15623v1
439497	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/255/GCA_000156255.1_ASM15625v1
247634	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/295/GCA_000156295.1_ASM15629v1
391589	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/335/GCA_000156335.1_ASM15633v1
392484	0.9	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/355/GCA_000156355.1_ASM15635v1
67294	0.92	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/695/GCA_000156695.2_ASM15669v2
387661	0.96	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/375/GCA_000307375.1_Para_john_CL02T12C29_V1
39791	0.93	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/595/GCA_000156595.1_ASM15659v1
38303	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/615/GCA_000156615.2_ASM15661v2
469590	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/157/055/GCA_000157055.1_ASM15705v1
457395	0.95	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/157/075/GCA_000157075.2_Bact_sp_9_1_42FAA_V2
556258	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/157/095/GCA_000157095.2_Bacteroides_sp_D1_V2
37734	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/157/355/GCA_000157355.2_ASM15735v2
520449	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/157/875/GCA_000157875.1_ASM15787v1
165179	0.93	22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/157/935/GCA_000157935.1_ASM15793v1
53443	0.88	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/157/975/GCA_000157975.1_ASM15797v1
61171	0.84	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/157/995/GCA_000157995.1_ASM15799v1
388408	0.96	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/095/GCA_000158095.2_ASM15809v2
467661	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/135/GCA_000158135.1_ASM15813v1
566466	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/155/GCA_000158155.1_ASM15815v1
1341119	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/175/GCA_000158175.1_ASM15817v1
457396	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/375/GCA_000158375.2_Clostridium_sp_7_2_43FAA_V2
457401	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/415/GCA_000158415.2_Escherichia_sp_4_1_40B_V2
157268	0.91	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/455/GCA_000158455.1_ASM15845v1
457394	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/515/GCA_000158515.2_Bacteroides_sp_4_3_47FAA_V2
556270	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/555/GCA_000158555.2_Erys_bact_D7_V2
29460	0.99	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/742/255/GCA_000742255.1_ASM74225v1
411486	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/159/055/GCA_000159055.1_ASM15905v1
82135	0.99	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/159/235/GCA_000159235.2_ASM15923v2
457392	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/159/855/GCA_000159855.2_Bact_sp_3_2_5_V2
457412	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/159/975/GCA_000159975.2_Ruminococus_sp_5_1_39B_FAA_V2
76122	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/159/995/GCA_000159995.1_ASM15999v1
218538	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/055/GCA_000160055.1_ASM16005v1
46125	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/075/GCA_000160075.2_ASM16007v2
177972	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/115/GCA_000160115.1_ASM16011v1
652706	0.94	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/135/GCA_000160135.1_ASM16013v1
505	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/435/GCA_000160435.1_ASM16043v1
135083	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/234/135/GCA_000234135.1_Sele_noxi_F0398_V1
46124	0.84	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/675/GCA_000160675.1_ASM16067v1
135080	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/695/GCA_000160695.1_ASM16069v1
219314	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/775/GCA_000160775.2_ASM16077v2
55218	0.92	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/161/775/GCA_000161775.1_ASM16177v1
166314	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/161/795/GCA_000161795.2_ASM16179v2
633131	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/161/835/GCA_000161835.1_ASM16183v1
181675	0.96	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/161/935/GCA_000161935.1_ASM16193v1
469609	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/161/955/GCA_000161955.2_Strept_sp_2_1_36FAA_V2
51123	0.96	8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/161/975/GCA_000161975.1_ASM16197v1
428712	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/805/GCA_000237805.1_ASM23780v1
457391	0.94	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/195/GCA_000162195.1_ASM16219v1
585543	0.94	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/215/GCA_000162215.1_ASM16221v1
28126	0.91	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/184/945/GCA_000184945.1_ASM18494v1
563037	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/495/GCA_000162495.1_ASM16249v1
469585	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/515/GCA_000162515.1_ASM16251v1
469591	0.93	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/535/GCA_000162535.1_ASM16253v1
457390	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/555/GCA_000162555.1_ASM16255v1
84109	0.98	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/875/GCA_000162875.1_ASM16287v1
157688	0.96	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/955/GCA_000162955.1_ASM16295v1
652716	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/055/GCA_000163055.2_ASM16305v2
520448	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/135/GCA_000163135.1_ASM16313v1
33037	0.92	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/295/GCA_000163295.1_ASM16329v1
552396	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/515/GCA_000163515.2_Ery_bact_5_2_54FAA_V2
684719	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/555/GCA_000163555.2_HIMB114_v2.0
469592	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/655/GCA_000163655.1_ASM16365v1
652708	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/695/GCA_000163695.1_ASM16369v1
457416	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/715/GCA_000163715.1_ASM16371v1
450749	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/735/GCA_000163735.1_ASM16373v1
143361	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/895/GCA_000163895.2_ASM16389v2
72556	0.94	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/262/515/GCA_001262515.1_GCS2v1
240125	0.9	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/135/GCA_000164135.1_ASM16413v1
1318	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/675/GCA_000164675.2_ASM16467v2
2047	0.52	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/695/GCA_000164695.2_ASM16469v2
1334193	0.99	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/865/GCA_000164865.1_ASM16486v1
92945	0.95	5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/885/GCA_000164885.1_ASM16488v1
1681	1	10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/965/GCA_000164965.1_ASM16496v1
658659	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/065/GCA_000165065.1_ASM16506v1
2331	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/465/GCA_000165465.1_ASM16546v1
41	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/485/GCA_000165485.1_ASM16548v1
167642	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/505/GCA_000165505.1_ASM16550v1
1251	0.96	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/675/GCA_000165675.2_ASM16567v1
119	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/715/GCA_000165715.3_ASM16571v3
187326	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/735/GCA_000165735.1_ASM16573v1
81412	0.42	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/795/GCA_000165795.1_ASM16579v1
215689	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/815/GCA_000165815.1_ASM16581v1
85698	0.97	11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/835/GCA_000165835.1_ASM16583v1
1452	1	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/925/GCA_000165925.1_ASM16592v1
1069	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/055/GCA_000166055.1_ASM16605v1
581103	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/075/GCA_000166075.1_ASM16607v1
2180	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/095/GCA_000166095.1_ASM16609v1
298654	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/135/GCA_000166135.1_ASM16613v1
423351	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/195/GCA_000166195.3_ASM16619v3
388413	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/275/GCA_000166275.1_ASM16627v1
1033846	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/295/GCA_000166295.1_ASM16629v1
55205	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/335/GCA_000166335.1_ASM16633v1
413888	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/355/GCA_000166355.1_ASM16635v1
316068	0.74	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/395/GCA_000166395.1_ASM16639v1
656519	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/415/GCA_000166415.1_ASM16641v1
52765	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/695/GCA_000166695.1_ASM16669v1
413889	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/775/GCA_000166775.1_ASM16677v1
35793	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/935/GCA_000166935.1_ASM16693v1
263511	0.89	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/195/GCA_000167195.1_ASM16719v1
891	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/355/GCA_000167355.1_ASM16735v1
59196	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/295/GCA_000168295.1_ASM16829v1
84205	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/715/GCA_000168715.1_ASM16871v1
383631	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/995/GCA_000168995.1_ASM16899v1
247633	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/075/GCA_000169075.1_ASM16907v1
313612	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/095/GCA_000169095.1_ASM16909v1
247639	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/115/GCA_000169115.1_ASM16911v1
261685	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/155/GCA_000169155.1_ASM16915v1
1027	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/175/GCA_000169175.1_ASM16917v1
1398	1	9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/195/GCA_000169195.2_ASM16919v2
39486	0.96	26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/235/GCA_000169235.1_ASM16923v1
106588	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/255/GCA_000169255.2_ASM16925v2
388400	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/315/GCA_000169315.1_ASM16931v1
391612	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/335/GCA_000169335.1_ASM16933v1
391598	0.41	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/355/GCA_000169355.1_ASM16935v1
270374	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/375/GCA_000169375.1_ASM16937v1
388401	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/395/GCA_000169395.1_ASM16939v1
52603	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/415/GCA_000169415.1_ASM16941v1
391593	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/435/GCA_000169435.1_ASM16943v1
388739	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/455/GCA_000169455.1_ASM16945v1
256847	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/755/GCA_000170755.1_ASM17075v1
391596	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/795/GCA_000170795.1_ASM17079v1
